"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Noise level","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Reservation","reviewContext/Service","reviewContext/Wait time","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","false","en","0","51.4371023","-0.1270998","David Round",,,"false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"a day ago","2025-04-29T09:17:47.050Z",,,,"Lunch",,,"£30–40",,,"Dine in",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURvdThPYUF3EAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURvdThPYUF3EAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDou8OaAw%7CCgsIu7LCwAYQsMjuFw%7C?hl=en","113747811049370146312","0","https://lh3.googleusercontent.com/a-/ALV-UjV1VjHcD1AHdU64fDjfaaHWdxPJzs7Prn-LjNWOOVLE_b1DR8Y=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113747811049370146312?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"5 Streatham High Rd","false",,,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","false","en","0","51.4371023","-0.1270998","Julia Rooke",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"2 days ago","2025-04-28T11:52:03.706Z",,,,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTURvNDd1anB3RRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURvNDd1anB3RRAB!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDo47ujpwE%7CCgwI49e9wAYQwKz70AI%7C?hl=en","108475028403291898903","31","https://lh3.googleusercontent.com/a/ACg8ocIuDUaZ5XriJ9pAHLNx-eqU47X7tr18p4_jfQJt_WQXq9te5w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108475028403291898903?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"5 Streatham High Rd","false","Hired out for a private event. From when I made the enquiry to the event, the team was excellent. They facilitated everything we needed, the food was excellent and I could not recommend enough!",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","true","en","0","51.4371023","-0.1270998","Foodie Explorers",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"2 days ago","2025-04-27T19:24:52.366Z",,,,,,,"£20–30",,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURvblpDOGVnEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJLbotJ0gcjqzlsD8_EBaCJmGstwoD2Er6EOtEPk-hLrzeOpVLVi5vaVb2uozm2Ur51AmNIRLg5YOjVDjzBga0nDDLOiZGTubuohP7E2eS6oQzapDBtVbAL3lXKiBP6GrUU66zUh","https://lh3.googleusercontent.com/geougc-cs/AIHozJLk57gHwyCEYw2JdmSzn_S2ohzuAsyaIkeQJZkTv_k160xmFGbGzw4LeihE_8z2_d1i9Scu4S48NRI_BP1AAbL8mEIWxOE1LjqhNlpaI-uXljulZ3EtkAKumB4SpuBJPjcJGc0U","https://lh3.googleusercontent.com/geougc-cs/AIHozJIbMmqZ15rENzFFVCjrGUWo63S9HzS-tm--tn2LfDwYZtNkym5qv_d1XkTBxia8CGeeIhvHEf6wkOrQasynHR71liB9avF-_XtQ45VuU8A3ngQ7DMgdQWmmtIx2ekCGylkZI_1aJg","https://lh3.googleusercontent.com/geougc-cs/AIHozJITcPtQeNfUM6M5SW1v2LUXeWp6hGhnT_7QhVpjUA4eL2CdVv_jAdQ9Mw1f3I3gIGIKbSmOnXE9ZVMwnnPUknbXMvQtjfi_rRgGM2Uzfrc--oM45KgB4HogQtjiF-llKOvSxBw","https://lh3.googleusercontent.com/geougc-cs/AIHozJJh6AidE2mIcxI7Jr8uSARv5vD930OYIEPCqvaA9JMCBSWnqm3PAiGqrUlQOpwN0AXGugdUIdlf3I2DEt7VR1_aiQPnFu24AZvsp0UzJHjhqAODPBLNnSPPuSpRcwSww6QWCVapig","https://lh3.googleusercontent.com/geougc-cs/AIHozJL5ispMnyiKCjbTD07sFF0WhXHlLeNKMImZxaAMDjwtGRTLQxfnBxkMhWohRkwvK-7bd_VxnaMls1fASyu_nFI-EP2Po1WqeRyFp-hRbIcdRsOOL5HGFJdlZNHCDwDwA301oKvW","https://lh3.googleusercontent.com/geougc-cs/AIHozJKitzUNCNiRp6ydK4iXug8BstPGVtXffxeptweYlz2eL92mEreJm5RxBoKd4DZyPFwno1iWWGW_QO0V9KLYcMUcyOZF3x4qqLmc71zAWQNHzoQHxRVd87Hs4iU7XYuEIlBgdLZ25A","https://lh3.googleusercontent.com/geougc-cs/AIHozJKOtRIoYkERztEgF0NR0Gnku8_mcKV-hWG6WBA_8sV6lUk9X0iLxo9K0QIKJDryFUTY5sFG0IRuJyhLqPFhNuJ_XMpebOGyTw-6KSe2VqOuaoggd1voHYhpnF_FJgh4xOb7AQ9q",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURvblpDOGVnEAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDonZC8eg%7CCgwIhIm6wAYQkJbQrgE%7C?hl=en","105388188181799660096","253","https://lh3.googleusercontent.com/a-/ALV-UjXNFJVyPUZo7euPg9uM74DvYRwmECFflJiI0yMPbvuBzKXkoYRbUg=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/105388188181799660096?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"5 Streatham High Rd","false","Wow, this place has got to be on your to-do list.  We travelled 2 hours across London for their Sunday lunch and it was worth every minute of the journey!

We could have happily have lived on the cured stone bass and the beef carpaccio, however wait till you see and try their roasts.  The Welsh lamb was so tender, perfect roasties as was the Yorkshire pudding- large and not too crisp.

Leave room for pudding!",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","false","en","0","51.4371023","-0.1270998","Leyton Bradford",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"2 days ago","2025-04-27T16:24:30.901Z",,,,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURvcmZYX1d3EAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURvcmZYX1d3EAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDorfX_Ww%7CCgwIvrS5wAYQsOfarQM%7C?hl=en","105128175725280402885","2","https://lh3.googleusercontent.com/a-/ALV-UjX1VWIlgdi-1UdGkJOOBL4LUl0Rwroxm5-sc2LMD2OtyizMNfA0=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105128175725280402885?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"5 Streatham High Rd","false","Best service from Dylan and food was amazing",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","false","en","0","51.4371023","-0.1270998","Matt Duff",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"3 days ago","2025-04-27T14:09:55.162Z",,,,,,,,,,,,"4","5","5","ChZDSUhNMG9nS0VJQ0FnTURvemFYNlp3EAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURvemFYNlp3EAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDozaX6Zw%7CCgsIs_W4wAYQ4IvYTQ%7C?hl=en","108972322355729899235","2","https://lh3.googleusercontent.com/a-/ALV-UjVEOyB_Gt7Rlbu3GpTRlxJ5eJcseaAWZTLVp8jFLsUk0KxdWKM=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108972322355729899235?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"5 Streatham High Rd","false","Went to SW16 bar and kitchen for a Sunday roast, and was not disappointed. Our waiter, Dylan, was so kind and helpful and could not have done better. I’d recommend the beef roast, and ask for Dylan!",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","false","en","0","51.4371023","-0.1270998","Anežka Dolejší",,,"false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"6 days ago","2025-04-24T14:06:59.590Z",,,,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTURvbHEzdFZREAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURvbHEzdFZREAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDolq3tVQ%7CCgwIg4upwAYQsLDemQI%7C?hl=en","105297837424264595228","1","https://lh3.googleusercontent.com/a-/ALV-UjUzcCECS4dKrcTc79tDeTrulwjafHdXxvFwPtSRLVvwXS3BcYQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105297837424264595228?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"5 Streatham High Rd","false",,,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","true","en","0","51.4371023","-0.1270998","Kate Green",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"a week ago","2025-04-23T13:31:35.926Z",,"2025-04-23T14:06:36.000Z","Hi Kate, thank you so much for the lovely comments. Come and join us again soon ",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTURvc3BicGVREAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURvc3BicGVREAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDospbpeQ%7CCgwIt9ejwAYQ-Ib4uQM%7C?hl=en","110908212268879991528","26","https://lh3.googleusercontent.com/a/ACg8ocJMJ8wXHLTHcGMlo7EvPvCu7OBiIGr8HsAJoCbmtXYpzIgquA=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/110908212268879991528?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"5 Streatham High Rd","false","The food here was absolutely delicious, the cocktails were great and, above all, the prices are really reasonable. Feel very pleased to have found SW16 and, as a local, I'll definitely be back soon. Really would recommend the croquettes, burrata and the crab tortellini.",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","true","en","0","51.4371023","-0.1270998","Laura lou Diggins",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"a week ago","2025-04-20T16:09:36.836Z",,"2025-04-22T08:42:11.000Z","Hi Laura, thanks so much for the review, come and see us again soon ",,,,,,,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTUNvMThfT3RnRRAB",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNvMThfT3RnRRAB!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMCo18_OtgE%7CCgwIwLiUwAYQiK6JjwM%7C?hl=en","105735705520671036337","48","https://lh3.googleusercontent.com/a/ACg8ocIQ-XeDuPaeig3eVOb9_E5QBUPX7GlkmBEa2pE2oF5fj4_BRw=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/105735705520671036337?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"5 Streatham High Rd","false","Beautiful roast dinner staff very friendly",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","true","en","0","51.4371023","-0.1270998","Steph Iwelia",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"2 weeks ago","2025-04-13T16:13:49.906Z",,"2025-04-15T15:56:58.000Z","Hi Steph,

I'm so sorry that we didn't quite hit the mark. I'd love to hear about your experience in more detail. If you can find the time, I'd love to hear from you at tom@sw16barandkitchen.com

Kind regards,

Tom at SW16",,,,,,,,,"5","2","2","ChZDSUhNMG9nS0VJQ0FnTURJMTVpZkhBEAE",,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURJMTVpZkhBEAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDI15ifHA%7CCgwIvcXvvwYQuOi0sAM%7C?hl=en","108117386106474850617","17","https://lh3.googleusercontent.com/a-/ALV-UjVxhBy5sXbdpUt2xTNn4vuYW9Ng7uf0NF9fz6fM2pEuCvLspKg_cg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/108117386106474850617?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","2",,"5 Streatham High Rd","false","They need to do better",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
"5 Streatham High Rd, London SW16 1EF, United Kingdom","Restaurant","Bar","Brunch restaurant","Cocktail bar","Coffee shop","Coworking space","Event venue","Italian restaurant","Modern European restaurant","Pub","Restaurant","389051092759019664","London","GB","0x48760546c27a15b9:0x5662fe857610090","https://lh3.googleusercontent.com/p/AF1QipPw4M7MKFppyFkktrZzIbBvA7Bemc_kEWbeCXlD=w408-h612-k-no","false","false","en","0","51.4371023","-0.1270998","Annabelle Trotter",,"en","false","ChIJuRV6wkYFdkgRkABhV-gvZgU","SW16 1EF",,"2 weeks ago","2025-04-12T15:37:54.667Z",,,,,,,,,,,,"3","1","2","ChZDSUhNMG9nS0VJQ0FnTURJdzZtU0xBEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJKVxebmO6d_qeDdq5kIkJqbZeU1LLNo9sOy9MxmHI-Ob-xRFHwEbbWMoSTUM9rNeBQWzE8CwPl-8hDWLfWu6IElMTHbxPSHHsMKlgUepc8GVvjRAaIA-qv81OiTRn07B8a6pkIL","https://lh3.googleusercontent.com/geougc-cs/AIHozJJPIQ-pATQgohhKERZQYgw4vwv0xh_TKy6yhH5w8yIszfNeZG-ZOKzTR7KhfDXrAe_-I94Gf2PYgcg4BN8RuBGtRLx4JdgfL2w2f85f0tSFH9pd01qIy2l1MNf8lqp228HS4eGs",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURJdzZtU0xBEAE!2m1!1s0x0:0x5662fe857610090!3m1!1s2@1:CIHM0ogKEICAgMDIw6mSLA%7CCgwI0pHqvwYQ2PrBvgI%7C?hl=en","109118613962055639639","2","https://lh3.googleusercontent.com/a-/ALV-UjXxV65Pqckd8JfEZB7kwlzntdIlOCIDd0UHWF_C7rQplOan948=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109118613962055639639?hl=en","729","2025-04-30T16:21:31.659Z","Direct Detail URL: https://www.google.co.uk/maps/place/SW16+Bar+%26+Kitchen/@51.4371023,-0.1296747,543m/data=!3m2!1e3!4b1!4m8!3m7!1s0x48760546c27a15b9:0x5662fe857610090!8m2!3d51.4371023!4d-0.1270998!9m1!1b1!16s%2Fg%2F11kfr0h4b9?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","2",,"5 Streatham High Rd","false","Portions were small and food was cold. Truffle carbonara tasted of only truffle, no flavour. Service was slow and we had to go up to the bar to get drinks.",,"SW16 Bar & Kitchen","4.6",,"https://www.google.com/maps/search/?api=1&query=SW16%20Bar%20%26%20Kitchen&query_place_id=ChIJuRV6wkYFdkgRkABhV-gvZgU",
